"Age","Gender","Ethnicity","SatisfactionScore","PerformanceRating","Tenure","CommuteDistance","LastPromotion","DecisionToLeave"
58,"Female","African",10,1,20,18,9,1
25,"Female","African",4,6,7,40,0,1
27,"Female","Other",6,1,8,34,0,0
35,"Female","African",7,1,20,7,5,1
35,"Male","Indigenous",10,7,5,29,0,0
28,"Male","Asian",1,1,16,25,6,1
55,"Male","Indigenous",7,7,5,20,3,1
45,"Female","African",9,1,10,33,8,1
51,"Male","Other",5,9,19,44,9,1
57,"Female","African",1,7,25,7,10,1
35,"Female","African",3,5,4,34,2,1
34,"Female","Other",5,10,6,40,4,1
48,"Female","African",6,10,6,34,4,1
26,"Male","Asian",10,8,16,38,11,1
28,"Male","Hispanic",3,4,9,24,2,1
64,"Male","African",9,2,17,15,7,0
62,"Female","Indigenous",1,10,16,15,7,1
48,"Female","Other",9,1,25,42,6,1
42,"Female","Indigenous",7,4,0,6,0,1
32,"Female","African",1,7,24,39,23,0
65,"Male","Indigenous",10,10,18,9,5,0
43,"Female","African",7,2,22,6,9,1
25,"Male","African",1,10,12,33,8,1
23,"Female","Hispanic",2,4,25,44,12,1
41,"Female","Other",2,2,18,27,8,1
39,"Male","Hispanic",3,3,24,24,1,1
45,"Male","Caucasian",10,10,17,47,14,1
55,"Female","Asian",9,6,12,16,4,1
56,"Female","African",2,2,20,37,2,1
42,"Male","Caucasian",9,8,24,12,7,1
48,"Male","Hispanic",1,7,11,50,8,1
62,"Male","Other",6,5,13,26,5,1
23,"Male","Indigenous",8,10,15,46,7,1
50,"Male","Hispanic",8,7,20,42,15,1
54,"Female","African",8,7,12,32,9,1
44,"Male","Caucasian",1,1,15,33,9,1
33,"Male","Asian",6,2,18,43,9,1
47,"Female","Other",3,9,8,17,3,1
49,"Male","African",6,3,1,23,0,1
58,"Male","Other",6,7,8,40,5,1
49,"Female","African",8,4,23,9,3,1
54,"Male","African",9,8,22,7,7,1
29,"Female","Asian",6,1,1,42,0,0
29,"Female","Other",5,3,18,27,8,1
53,"Female","Other",2,3,2,28,1,1
51,"Male","Hispanic",10,4,18,18,1,0
44,"Female","Asian",6,2,10,8,3,0
64,"Male","Other",8,1,2,46,0,1
24,"Male","Indigenous",2,10,15,46,1,1
35,"Female","African",4,4,4,17,2,1
42,"Male","Caucasian",8,6,16,39,7,1
22,"Female","Caucasian",3,2,17,45,10,1
50,"Female","Indigenous",2,10,1,11,0,1
44,"Male","Hispanic",2,8,4,23,2,1
62,"Female","Asian",2,6,18,9,11,1
50,"Male","Indigenous",5,6,12,38,11,1
60,"Male","Other",5,6,23,49,13,1
54,"Male","Asian",10,1,21,12,14,0
51,"Male","Hispanic",1,5,1,29,0,1
44,"Female","Asian",8,1,9,34,7,1
56,"Female","Hispanic",2,4,0,46,0,1
22,"Female","African",8,7,14,17,5,1
35,"Male","African",5,8,13,41,7,1
22,"Female","African",2,9,16,15,10,0
27,"Female","Other",9,9,23,49,7,0
33,"Female","Hispanic",1,4,23,16,17,1
50,"Female","Caucasian",7,5,14,18,5,1
49,"Male","African",4,10,0,13,0,1
58,"Male","Indigenous",2,5,25,19,6,1
57,"Male","Asian",3,5,15,44,11,1
33,"Female","Hispanic",5,1,0,18,0,1
57,"Female","African",9,10,4,7,1,1
44,"Female","African",4,5,19,23,11,1
32,"Female","Other",4,8,15,9,8,0
53,"Female","African",9,8,10,6,1,0
43,"Male","African",3,2,18,8,5,0
31,"Male","Indigenous",7,3,0,13,0,0
53,"Male","Caucasian",6,4,24,18,17,1
55,"Female","Caucasian",5,8,17,28,8,1
42,"Female","Asian",10,5,21,31,17,0
29,"Female","Indigenous",3,9,0,50,0,1
60,"Male","Caucasian",8,3,22,26,10,1
45,"Male","Indigenous",8,2,5,26,3,0
56,"Female","Indigenous",3,4,22,13,21,1
55,"Male","Hispanic",1,3,24,48,14,1
44,"Female","Asian",4,7,13,12,0,1
56,"Male","Other",1,8,15,41,1,0
52,"Male","Other",5,8,21,20,1,1
56,"Female","Indigenous",4,8,17,33,4,1
39,"Male","Caucasian",7,6,3,17,2,1
26,"Male","Indigenous",3,10,12,24,9,1
43,"Male","Caucasian",2,2,9,27,8,1
39,"Male","African",4,5,16,45,2,1
63,"Female","Hispanic",2,2,12,29,8,1
37,"Female","Asian",4,7,13,15,3,1
35,"Female","Other",4,4,4,26,3,1
55,"Male","Hispanic",9,6,12,38,10,1
56,"Female","Caucasian",8,6,6,43,4,1
49,"Male","Asian",4,2,2,10,0,1
43,"Male","Other",8,2,21,43,14,1
47,"Male","African",4,9,6,6,0,1
46,"Male","Asian",2,5,14,38,3,1
36,"Male","Other",9,4,10,47,3,1
35,"Male","African",9,2,14,32,1,0
31,"Male","African",5,4,21,35,12,0
47,"Female","Other",8,7,14,43,13,1
24,"Male","Indigenous",2,10,15,37,7,1
40,"Female","Indigenous",7,7,25,31,15,0
59,"Female","Asian",10,4,8,9,6,1
61,"Male","African",8,8,12,5,7,0
54,"Female","Caucasian",10,10,11,21,3,1
52,"Male","Indigenous",8,8,23,29,10,1
57,"Female","African",1,3,5,5,2,1
54,"Female","African",5,10,1,38,0,1
55,"Male","Hispanic",5,1,18,49,1,1
60,"Male","Other",9,6,18,25,11,0
58,"Male","African",5,3,12,35,2,1
44,"Male","Caucasian",9,5,4,25,2,1
58,"Male","Other",7,2,23,47,5,1
41,"Male","Asian",10,4,17,35,8,0
22,"Male","African",6,8,9,35,2,1
33,"Female","Indigenous",10,8,9,25,2,0
35,"Female","Asian",4,2,9,23,8,1
52,"Male","African",1,6,6,24,4,1
25,"Female","African",6,4,5,10,1,1
28,"Male","Other",10,9,23,19,12,0
41,"Female","African",8,3,24,47,17,1
36,"Female","Asian",8,3,5,44,2,0
29,"Male","Other",1,3,17,35,16,1
55,"Male","Hispanic",4,5,14,36,10,1
58,"Male","Asian",9,2,17,12,11,1
36,"Female","Other",8,10,12,43,2,1
40,"Male","Other",4,1,17,44,10,1
39,"Female","Caucasian",7,7,13,43,12,1
26,"Male","Caucasian",7,5,1,44,0,1
53,"Female","African",8,8,12,20,1,1
63,"Male","Indigenous",2,2,16,8,7,1
49,"Female","Other",8,7,0,20,0,1
29,"Male","Other",10,9,2,41,0,1
54,"Male","Other",7,1,18,15,10,0
46,"Male","African",6,1,9,28,2,1
42,"Female","Hispanic",3,10,2,30,1,0
51,"Male","Indigenous",2,10,1,37,0,1
32,"Female","Asian",1,5,20,37,15,1
27,"Male","Asian",7,2,3,36,2,1
35,"Female","Asian",1,6,18,43,9,1
